Title,PropertySize,TotalPrice,PriceperMeter,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,exchangeable,Description,URL,CrawlDate
Not Found,150,Not Found,15٬000٬000٬000 تومان,Not Found,1390,Not Found,Not Found,سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,خیر,باغ 2نبش امکانات کامل درختان اجیلی و جوان ابعاد حدود 40 در 40 معاوضه هم دارم,https://divar.ir/v/فروش-خانه-ویلایی-۱۵۰-متری-۱-خوابه-در-درچه/wZviIrEu,2025-02-15
فروش خانه ویلایی 85 متری 1 خوابه در ملک‌شهر,85,100,1٬900٬000٬000 تومان,1,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ ندارد | انباری | بالکن ندارد,خیر,درود خانه ویلایی دو طبقه  فقط طبقه بالا به فروش و این قیمت برای طبقه بالاهست  راه مجزا پارکینگ جای  موتور جای پارک ماشین  درب حیاط کوچه 8 متری یک خوابه شیک ونو ساز ساخت پشت بام کاملا در اختیار طبقه بالا اگه خواستید می تونید با 200تومن یه سوییت بزرگ روی پشت بوم درست کنید که تمام لوله انتظاراش گذاشتم لوله گاز فاضلاب واب که اگه کسی خاست یه سوییت بالا درست کنه تا خیابان اصلی پنجا قدم به مدرسه ابتدایی 500متر وخلاسه سرکوچه به همه چی دسترسی دارید خونه شیک وترو تمیزی هست خودم ساختم با بهترین کیفیت مصالح امکانات مشترک مدارک قولنامه و مادر سند ادرس ملکشهر خیابان امین کوچه شهید ناصری پلاک 52 سوالی بود چت دیوار درخدمتیم,https://divar.ir/v/فروش-خانه-ویلایی-۸۵-متری-۱-خوابه-در-ملک-شهر/wZaqsX9Y,2025-02-15
فروش آپارتمان 380 متری 5 خوابه/تکواحدی/,380,60٬000٬000٬000 تومان,157٬894٬000 تومان,+4,1395,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,بله,"'                      'با عرض سلام'
____________
✅️سه طرف نور برند
✅️5 خواب با نور مستقیم
✅️4بالکن کاربردی
✅️پلان نقشه مهندسی و بی نظیر
✅️فایلینگ ملاصدرا  مرداویج  فرایبورگ تو هر رنج قیمتی تکمیل 
________
                            ونهری
                   بازار املاک چهارخانه

برای فروش ملک خود، عدد 11 را به همین شماره پیام دهید تا در اسرع وقت با شما تماس بگیریم.",https://divar.ir/v/فروش-آپارتمان-۳۸۰-متری-۵-خوابه-تکواحدی/wZwqkgGI,2025-02-15
فروش باغ 1000 متری در روستای کبوترآباد,Not found,1٬000 متر,5٬500٬000٬000 تومان,Not found,Not found,Not Found,Not Found,not found,not found,بله,"باسلام و درود ....
فروش باغ 1000 متری در کبوتر آباد با امکانات زیر :
1- دارای مجوز دیوار کشی
2- دارای مجوز و پایان کار ساختمان به متراژ 80 متر
3- دارای سهم آب از چاه به میزان 1 از 7 سهم
4- دارای سهم برق کشاورزی 
5- دارای کنتور و برق اختصاصی شهری
6- تا دم درب باغ آسفالت می باشد .
7- دارای امنیت و همسایگان خوب
8- بهترین موقعیت برای سرمایه گذاری
بازدید = خرید",https://divar.ir/v/فروش-باغ-1000-متری-در-روستای-کبوترآباد/wZu6PYBv,2025-02-15
2خواب،85متری،خ بهشت،فاز1بهارستان،معاوضه با اصفهان,85,2٬150٬000٬000 تومان,25٬294٬000 تومان,2,1390,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری ندارد | بالکن | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,بله,"درود و احترام
سند تک برگ
مقابل ساختمان تا طبقه دوم ،بازارچه دوطبقه شهرداری ساخته خواهد شد ولی وی کوه این واحد حفظ خواهد شد.
هر طبقه دو واحد
کلا شش واحد در هر بلوک
همسایگان خوب
فاز یک بهارستان
افتتاح مترو در این شهر و خیابان در آینده نزدیک قول داده شده.
معاوضه با اصفهان و تفاوت قیمت توافقی می شود",https://divar.ir/v/۲خواب-۸۵متری-خ-بهشت-فاز1بهارستان-معاوضه-با-اصفهان/wZ6YsBdU,2025-02-15
فروش خانه ویلایی 150 متری 2 خوابه در زینبیه,150,100,3٬050٬000٬000 تومان,2,1387,Not Found,Not Found,سند: قول‌نامه‌ای | جهت ساختمان: شمالی | وضعیت واحد: بازسازی شده,پارکینگ | انباری | بالکن ندارد | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,بله,قولنامه معتبرشماره سنددارد,https://divar.ir/v/فروش-خانه-ویلایی-۱۵۰-متری-۲-خوابه-در-زینبیه/wZvGHPoD,2025-02-15
اپارتمان 108 متری 2 خواب فول بازسازی,108,6٬500٬000٬000 تومان,60٬185٬000 تومان,2,1396,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,بله,"108 متر 2 خواب فول بازسازی
کناف ،مستر،هایگلاس
لوکیشن توحید سپاهان شهر
شمالی جنوبی 
تراس دار
بسیارشیک 
تا فروش نرفته بیاین بخرید 










 






مشاورشما خانم مسائلی",https://divar.ir/v/اپارتمان-۱۰۸-متری-۲-خواب-فول-بازسازی/wZZORChr,2025-02-15
منزل ویلایی 4 طبقه 2 طرف نور 382 متر جابر انصاری,382,195,16٬000٬000٬000 تومان,+4,1387,Not Found,Not Found,سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,بله,"دپارتمان املاک ملک آسا
----------------------------------
منزل ویلایی واقع در جابرانصاری خیابان مخابرات
مساحت : 195 متر
زیربنا : 382 متر
موقعیت : درب به ساخت ( شمالی ـ جنوبی )
ارتفاع مجاز : 4 سقف
تراکم : 65 درصد
عرض گذر : 8 متر
سن بنا : 17 سال
تعداد طبقات : 3
تعداد واحد : 3
تعداد واحد در طبقه : 1
تعداد خواب : 5
همکف : 80 متر 1 خواب
طبقه اول : 3 خواب
طبقه دوم : 3 خواب
طبقه سوم : 40 متر اتاق  به همراه بهار خواب
وضعیت سند : دارای 3 عدد سند 6 دانگ جداگانه
امکانات : انباری 4 عدد ـ پارکینگ3 عدد ـ بالکن ـ حیاط اختصاصی
مزایا : دسترسی آسان به خیابان اصلی ـ محیطی آرام و ایده آل
لطفا جهت بازدید از این ملک یا موارد مشابه تماس حاصل فرمایید
قابل ذکر است جهت بهبود رضایت مشتریان ارجمند در راستای بالا بردن سطح کیفی پنل دیوار ملک آسا تمامی آگهی ها به روز و تمامی تصاویر مربوط به ملک مورد نظر می‌باشد
کد ملک : 27720
---------------------------------
دپارتمان املاک ملک آسا
خط ویژه 3353ـ031
آدرس : خ کاوه جنب خانه کشت",https://divar.ir/v/منزل-ویلایی-۴-طبقه-۲-طرف-نور-۳۸۲-متر-جابر-انصاری/wZW9uYAl,2025-02-15
فروش دوطبقه 200متری الفت شرقی,200,140,5٬000٬000٬000 تومان,4,1388,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن,خیر,"سلام 
دو مورد دوطبقه با زمین 140 متری 
دوخواب دوخواب
یک موردشمالی 
مورددیگر دوکله شمالی جنوبی
درب به حیاط 
بفروش میرسد 
موارد متنوع دوطبقه هم موجوداست تماس حاصل فرمایید

املاک مبنانوین",https://divar.ir/v/فروش-دوطبقه-۲۰۰متری-الفت-شرقی/wZw2W0W_,2025-02-15
فروش آپارتمان 117 متری 2 خوابه در برازنده,117,4٬200٬000٬000 تومان,35٬897٬000 تومان,2,1394,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,بله,"سند تک برگ
انباری پارکینگ اسانسور
طبقه دوم
7واحد

املاک ارش
خیابان غرضی خیابان ازادی روبرو کوچه ساحل

اسدپور",https://divar.ir/v/فروش-آپارتمان-۱۱۷-متری-۲-خوابه-در-برازنده/wZ_5l30W,2025-02-15
باغ ویلا1300متری,100,1300,123٬456 تومان,1,1399,Not Found,Not Found,سند: سایر | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن ندارد | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,خیر,"باغ دارای چاه شخصی که آب مورد درختان رادارد.برق .سند.100درخت7ساله بارده.50درخت تزئینی.ساختمان 100متری مبله استخربزرگسال وکودک آتشکده باربیکیو.پمپ آب کفکش مخزن آب1000لیتری انباری آلاچیق کولر.
دریک مجموعه 10باغی باهمسایگان بافرهنگ",https://divar.ir/v/باغ-ویلا۱۳۰۰متری/wZYuvNJS,2025-02-15
**فروش آپارتمان 131 متری 2 خوابه ط 6 در بزرگمهر**,131,9٬800٬000٬000 تومان,74٬809٬000 تومان,2,1399,6,6,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,خیر,"⚜️⚜️مشاورین املاک خانه نو ⚜️⚜️
کارشناس فروش :آقای سلطانی
______________________________________________
    ‼️فروش واحد اکازیون زیر قیمت منطقه ‼️
‼️قابل معاوضه تا 4 میلیارد با آپارتمان یا خودرو ‼️
⬅️131 متر 
⬅️2خواب
⬅️طبقه 6
⬅️بهترین طبقه ساختمان
⬅️کلکسیونی از نور 
⬅️ویو ابدی بام صفه
⬅️فوق العاده پر نور و روحیه دار
⬅️نقشه مهندسی ساز بدون فضای پرتی
⬅️60 متر سالن یکدست و قابل چیدمان 
⬅️هر 2 خواب ابعاد وسیع غرق نور + کمد دیواری
⬅️10 متر تراس سرتاسری و قابل چیدمان
⬅️دسترسی و لوکیشن بینظیر به لاهور و بزرگمهر
⬅️فول امکانات 
⬅️پارکینگ/آسانسور/انباری/تراس/مستر/لابی

⬅️فروشنده واقعی
⬅️فروش فوری و نقدی*

             ❌️قیمت زیر قیمت منطقه❌️
______________________________________________
⬅️با املاک خانه نو بهترین ها را تجربه کنید.",https://divar.ir/v/فروش-آپارتمان-۱۳۱-متری-۲-خوابه-ط-۶-در-بزرگمهر/wZn2AgLL,2025-02-15
