Title,property size m2,TotalPrice,PriceperMeter,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,Description,URL,CrawlDate
فروش آپارتمان 178 متری 3 خوابه در فرهنگ شهر,178 متر مربع,14٬000٬000٬000 تومان,78٬651٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"اپارتمان صفر 
خام 
کلید نخورده 
شخصی ساز 
12 واحدی 
نگهبانی 24 ساعته 
مستر دار",https://divar.ir/v/فروش-آپارتمان-۱۷۸-متری-۳-خوابه-در-فرهنگ-شهر/wZpO7TiT,2025-02-15
2 خوابه/130 متر/غرق در نور/شهرک بهشتی/استانداری,130 متر مربع,5٬990٬000٬000 تومان,46٬076٬000 تومان,2,1403,4,5,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: شرقی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"✳️آپارتمان 2 خوابه مستردار 
✳️130 متر 

✳️نورگیر شرقی و غربی 

✳️ویو ابدی 

✳️کناف کاری و نورپردازی سقف سالن و اتاق‌ها 

✳️سالن بزرگ و یک‌دست با نورگیر مستقیم و ویو ابدی 

✳️اتاق خواب‌ها استاندارد و دارای تراس بزرگ و آفتاب گیر با ویو ابدی 


✨️برای کسب اطلاعات بیشتر با ما تماس بگیرید.✨️

آدرس:شهرک بهشتی خیابان وحدت 1
املاک الهیه غرب 

مشاور:
پورحمزه",https://divar.ir/v/۲-خوابه-۱۳۰-متر-غرق-در-نور-شهرک-بهشتی-استانداری/wZvyyGPp,2025-02-15
زمین باغ‌شهری/1000 متر/قابل تهاتر/شهرک آرین,Not found,1٬000 متر,5٬400٬000٬000 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"✨️فروش تکرار نشدنی✨️

زمین باغ‌شهری 

هزار متر 

در بهترین لوکیشن شهرک آرین 

با آب هفتگی دائم 
و
لوله‌کشی آب شرب شهری

قابل تهاتر با خودرو 

برای کسب اطلاعات بیشتر تماس بگیرید.

آدرس:شهرک بهشتی خیابان وحدت 1

مشاور:
پورحمزه",https://divar.ir/v/زمین-باغ-شهری-۱۰۰۰-متر-قابل-تهاتر-شهرک-آرین/wZPSbNbD,2025-02-15
110متری دو خوابه شهرک استقلال,110,5٬450٬000٬000 تومان,49٬545٬000 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"اگهی 
110متری 
دوخوابه 
کمد دیواری بزرگ 
نورگیر عالی شمالی 
تراس روبه پارک
سالن بزرگ بی نظیر 
متریال درجه یک 
پلان عالی
طبقه اول 
مشاعات تمام سنگ و دارای نورپردازی 
پارکینگ و انباری سندی بدون مزاحم
نزدیک به خیابان اصلی
دسترسی به مرکز خرید خلیج فارس
نزدیک به مترو و ایستگاه اتوبوس  
تاپ لوکیشن موقعیت اوکازیون 
قابل معاوضه با خودرو 
واحد های سه خواب نیز موجود میباشد",https://divar.ir/v/۱۱۰متری-دو-خوابه-شهرک-استقلال/wZWaaU7M,2025-02-15
110متر/2خواب/طلائیه/کم واحد,110 متر مربع,3٬740٬000٬000 تومان,34٬000٬000 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"✴️ساختمان بر خیابان اصلی
☑️اماده تحویل قابل سکونت 
✅110 متر
✅دو خواب 
✅کم واحد
✅کمد دیواری هر دو خواب
✅نقشه بی نظیر بدون پرتی و قناصی
✅غرق در نور
✅بدون مشرفیت
✅سالن و اشپزخانه یک دست
✅متریال مرغوب و به روز
✅دسترسی ساده و نزدیک به امکانات رفاهی و مترو
مالک منعطف و فروشنده واقعی 

با املاک همکاری نمیگردد",https://divar.ir/v/۱۱۰متر-۲خواب-طلائیه-کم-واحد/wZruG2DY,2025-02-15
فروش آپارتمان 121 متری فول باز سازی در زرهی,121 متر مربع,5٬700٬000٬000 تومان,47٬107٬000 تومان,2,1389,4,4,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ | انباری | بالکن | جنس کف پارکت لمینت | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"@ کابینت های گلاس
@ کناف و نورپردازی
@ نورگیر عالی
@ مشاعات لوکس باز سازی
@ اشپزخانه تکمیل
@ قابلیت رهن تا 900 ملیون
@ مالک فروشنده
@ تخفیف پای معامله
@ دیدن = پسندیدن 

گروه املاک بالکن بلوار استقلال",https://divar.ir/v/فروش-آپارتمان-۱۲۱-متری-فول-باز-سازی-در-زرهی/wZnyBhn_,2025-02-15
فروش آپارتمان 130 متری 2 خوابه در شهرک آرین,130 متر مربع,7٬300٬000٬000 تومان,56٬153٬000 تومان,2,1403,2,5,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"آپارتمان واقع در حاجی پور محیطی آرام و خوش آب وهوا با دسترسی راحت به امکانات رفاهی و بلوار دکتر حسابی
آپارتمان نما رومی 
130 متری 
دو خواب 
سالن بزرگ 
نورگیر عالی جنوبی
نوساز و کلید تحویل
برای اطلاعات بیشتر تماس بگیرید.
موارد مشابه موجود میباشد.
مشاور شما:حمید فرزانه
ادرس دفتر:بهشتی_ وحدت یک _سر خیابان الهیه_املاک الهیه غرب",https://divar.ir/v/فروش-آپارتمان-۱۳۰-متری-۲-خوابه-در-شهرک-آرین/wZv6pbCJ,2025-02-15
فروش اپارتمان 2 خوابه تکمیل و شیک در حد نو,98 متر مربع,5٬400٬000٬000 تومان,55٬102٬000 تومان,2,1397,2,3,تعداد واحد در طبقه: ۲ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک,"املاک بیرقدار
فروش واحد زیر قیمت منطقه
کم واحد/خوش نقشه/با کلیه امکانات 
فروشنده 700میلیون در صورت تمایل رهن میکند",https://divar.ir/v/فروش-اپارتمان-۲-خوابه-تکمیل-و-شیک-در-حد-نو/wZwukFlZ,2025-02-15
آپارتمان 140 متری/ 2 خواب/ فرهنگ شهر/سالن بزرگ,140,8٬400٬000٬000 تومان,60٬000٬000 تومان,2,1396,1,3,تعداد واحد در طبقه: ۲ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر گازی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"باسلام
⬅️سند ملکی تک برگ آماده انتقال
⬅️سالن بزرگ خوش چیدمان
⬅️نورگیرفوق العاده
⬅️موقعیت بی نظیر
⬅️همسایه ها همگی فرهنگی
⬅️قابلیت رهن تا یک وپانصد
املاک‌ کومه✅️
کارشناس شما نیکنام✅️",https://divar.ir/v/آپارتمان-۱۴۰-متری-۲-خواب-فرهنگ-شهر-سالن-بزرگ/wZwqiwIa,2025-02-15
ویلایی و کلنگی (ام4) ساخت و سکونت قدوسی,600,500,1٬111٬111 تومان,+4,1385,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن,"با سلام 
فروش تعدادی ویلایی و کلنگی 
جهت ساخت وسکونت و تهاتر با اپارتمان 
در منطقه یک وشش 
از 20 میلیارد به بالا 
قویترین فایلیلنگ منطقه 

لطفا فقط تماس بگیرید",https://divar.ir/v/ویلایی-و-کلنگی-ام۴-ساخت-و-سکونت-قدوسی/wZ6AfQHZ,2025-02-15
زمین تجاری مسکونی شورا گویم فاز دو,Not found متر مربع,140 متر,1٬350٬000٬000 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"دوبر کوچه 
کنار ساخته شده و قابل گرفتن دو دهنه مغازه
از طبقه دوم متراژ ساخت میشود 170 متر 
مدارک کامل و انتقال فوری
زیر قیمت",https://divar.ir/v/زمین-تجاری-مسکونی-شورا-گویم-فاز-دو/wZwyl4yF,2025-02-15
فروش زمین مسکونی با موقعیت عالی در گویم,Not found متر مربع,263 متر,1٬111٬111٬111٬111 تومان,Not found,Not found,Not Found,Not Found,not found,not found,"263 متر 
فاصله تا خیابان اصلی 100 متر 
انشعاب اب و برق و گاز و تلفن اماده 
عرض زمین بسیار عالی 
صرفا جهت مصرف کننده",https://divar.ir/v/فروش-زمین-مسکونی-با-موقعیت-عالی-در-گویم/wZsCG1UE,2025-02-15
205 متر 3 خواب جنوبی سالن بزرگ تراس 16 متری,205,14٬000٬000٬000 تومان,68٬292٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"ملکی و تک واحدی 

پذیرایی بزرگ مستطیل با پنجره های قدی جنوبی 
تراس 16 متری سر پذیرایی
آشپزخانه بزرگ 
خواب مستر جنوبی با تراس 
خواب ها بزرگ با کمد های بسیار جادار 
نقشه بی نظیر 
کم واحد 
دو پارکینگ",https://divar.ir/v/۲۰۵-متر-۳-خواب-جنوبی-سالن-بزرگ-تراس-۱۶-متری/wZiWWUW0,2025-02-15
فروش اپارتمان 2 خوابه تمیز و لوکس در پاییزان,115,4٬025٬000٬000 تومان,35٬000٬000 تومان,2,1399,2,4,تعداد واحد در طبقه: ۳ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"✅️بنام خدا
✅️با سلام و درود
✅️کد :14

✅️فروش یکدستگاه اپارتمان 135 متری

✅️سند تکبرگ اوقاف اماده انتقال

✅️سالن بزرگ 

✅️خوش نقشه بدون پرتی و قناصی

✅️دسترسی به کلیه امکانات

✅️تمیز و لوکس

✅️مالک منعطف

✅️در محدوده  بلوار نصر ، پاییزان

     ❌️فقط تماس در خدمتتون هستم❌️

✅️کلیه امورات ملکی خود را به ما بسپارید

✳️ادرس املاک محمد : بلوار نصر ، خیابان دلجو یا کوچه 5 سرداران✳️",https://divar.ir/v/فروش-اپارتمان-2-خوابه-تمیز-و-لوکس-در-پاییزان/wZhW9FoG,2025-02-15
ویلایی 152 متری بلوار زاگرس,110,152,8٬950٬000٬000 تومان,2,1400,Not Found,Not Found,سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,پارکینگ | انباری ندارد | بالکن ندارد | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم آبگرم‌کن,"سند تک برگ
کاملا بازسازی شده
کوچه 2 بلوار زاگرس
مالک فروشنده واقعی و منعطف
تخلیه میباشد
تا مبلغ یک میلیارد امکان رهن میباشد
املاک ناصری
مشاور شما یزدان پرست",https://divar.ir/v/ویلایی-۱۵۲-متری-بلوار-زاگرس/wZwqyXp3,2025-02-15
