Title,PropertySize,TotalPrice,RoomCount,BuildYear,FloorNumber,TotalFloors,Characteristics,Features,Description,URL,CrawlDate
زمین سرمایه گذاری سند رسمی فاز 2 الهیه سپاد,Not found,300 متر,Not found,Not found,Not Found,Not Found,not found,not found,"اگر قصد سرمایه گذاری طولانی مدت داری و بین خرید آپارتمان و زمین نمیدونی کدومو انتخاب کنی برو سراغ زمین 

با خرید زمین علاوه بر اینکه کل زمین برا خودته با بزرگتر شدن شهر هر روز ارزش ساخت و ساز زمینت بیشتر میشه اما وقتی آپارتمان میخری به جز فرسودگی ، تو فقط یک فضای خالی داری که بین مابقی واحدهای دیگه که مال خودت نیستن رو خریداری کردی 

آخرین فرصت سرمایه گذاری در غرب مشهد را به شما پیشنهاد میکنیم باید وقت بزارید با دقت خریداری کنید تا سرمایه شما رشد خوبی داشته باشه


زمینهای حاشیه مهدیه ، مجیدیه ، شهر سبز را با مناسبترین قیمت ممکن از ما بخواهید 


پلاک ثبتی : 192 اصلی ، 180 اصلی ، 179 اصلی و 227 اصلی
تمامی زمینها دارای سند مالکیت و استعلامات روز دولتی میباشد 

کارشناس املاک : سیادتی",https://divar.ir/v/زمین-سرمایه-گذاری-سند-رسمی-فاز-۲-الهیه-سپاد/wZdNvnXY,2025-02-15
91متر 7واحدی مجیدیه/جاهدشهر بدون اسانسور,91,2٬390٬000٬000 تومان,2,1384,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ | انباری,"باسلام 


91متر دوخوابه 
فوق العاده خوش نقشه 
5 متر تراس 
بدون اسانسور 


موقعیت مجیدیه /جاهدشهر 

بهترین دسترسی و لوکیشن منطقه 

دوطرف نورگیر 

فوق العاده تمیز 



باتشکر مشاور شمافریمانی",https://divar.ir/v/۹۱متر-۷واحدی-مجیدیه-جاهدشهر-بدون-اسانسور/wZwSFOxT,2025-02-15
آپارتمان 96 متری/ 2 خواب نور/شخصی ساز/ در الهیه,96,3٬020٬000٬000 تومان,2,1396,4,4,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"باسلام
آپارتمان 96متری درساختمان 8 واحدی شخصی ساز 
سند اماده
کابینت هایگلس 

شیرآلات اهرمی ازبهترین برندها 
هود لمسی

سینک دوقلو بزرگ 
کمد دیواری بزرگ 

حال بزرگ بدون پرتی 
پنجره‌ها بزرگ نورگیر عالی
 
نورپردازی وگچبری 
کولر گازی
کاغذ ورنگ

برای کسب اطلاعت بیشتر تماس حاصل نمایید 

کارگزار شما ،شبیری 
املاک پارسامان نبش الهیه 27 
موارد مورد نظر خود را ازما بخواهید",https://divar.ir/v/آپارتمان-۹۶-متری-۲-خواب-نور-شخصی-ساز-در-الهیه/wZt2La_4,2025-02-15
150 متری اول هفت تیر تک واحدی/فول امکانات صفر,150,9٬800٬000٬000 تومان,3,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,"سلام بی واسطه لطفا 
150 متری 
اول هفت تیر 
خوش نقشه و بدون فضای پرت 
طبقه 4 
تک واحدی 
سرتاسر پذیرایی و آشپزخانه پنجره قدی 
خواب ها پنجره قدی 
دارای کمد دیواری های بسیار بزرگ(کلوزت)
2 عدد تراس
مشاعات کف تا سقف سنگ 
لابی مجلل 
پارکینگ اختصاصی 
آسانسور کدینگ 
انباری 
تخلیه کلید 

مشاور شما:خالقی",https://divar.ir/v/۱۵۰-متری-اول-هفت-تیر-تک-واحدی-فول-امکانات-صفر/wZwC0zgc,2025-02-15
55متر ویلایی رسالت شمالی130,55,55,1,1400,Not Found,Not Found,سند: قول‌نامه‌ای | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"سلام واحترام
 یک باب منزل مسکونی دربست 

واقع دررسالت شمالی 130

▪️متراژکل55متر
▪️ویلایی دربست
▪️میلان 6متری
▪️محلی نوساز و رو ب پیشرفت عالی
▪️حیاط جا پارک موتور دارد 
▪️کف دور حال سرامیک نما سرامیک
▪️امتیازات تکمیل (اب و برق و گاز)
▪️یک خواب
▪️حال پذیرایی دوتا فرش 12متری میخوره
▪️آشپزخانه (کابینت  ام دی اف)
▪️منزل تخلیه می باشد
◼️در صورت کسری وجه میتوان مبلغ 100میلیون  به رهن دست مستاجر داد که از مبلغ خریدکسرمیگردد
کمک خوبی برای خریدار است.

نزدیک سوپرمارکت و نانوایی
نزدیک مدارس دخترانه و پسرانه
______________________________________
معاوضه با خودرو هم صورت میگیرد.",https://divar.ir/v/55متر-ویلایی-رسالت-شمالی130/wZyNqIep,2025-02-15
باغ ویلا 1400 متری سه نبش(فرح اباد شاندیز),30,1400,بدون اتاق,1401,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن ندارد | جنس کف سرامیک | سرویس بهداشتی ایرانی | تأمین‌کننده آب گرم آبگرم‌کن,"1400 متر زمین سه نبش
دور دیوار به ارتفاع 3متر
30 متر بنای نگهبانی
دیوارها از داخل وبیرون سنگ ترتورتن درجه 1
از زمینهای نیرو انتظامی مرعوبترین زمینهای منطقه
دو قطعه کامل
به صورت نصف و دونبش 700 متری هم به فروش میرسد
دارای دو سند تک برگ اوقاف",https://divar.ir/v/باغ-ویلا-۱۴۰۰-متری-سه-نبش-فرح-اباد-شاندیز/wZYhSvNL,2025-02-15
فروش خانه ویلایی 65 متری حاشیه مفتح 32 سند دار,80,65,1,1375,Not Found,Not Found,سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن ندارد | جنس کف موزائیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"با درود و عرض ادب و احترام خدمت شما همشهریان محترم و گرامی

✅همکاری داریم✅

منزل ویلایی واقع در حاشیه مفتح 32

✅ملک شمالی
✅حاشیه 4.5 متر
✅سند تک برگ ملکی
✅یک پله گود
✅نرسیده به چهار راه اول
✅داخلی تمیز
✅در دو طبقه
✅موقعیت مکانی، نزدیک بیمارستان، پاساژ و مراکز رفاهی

مشاور املاک غلامی",https://divar.ir/v/فروش-خانه-ویلایی-65-متری-حاشیه-مفتح-32-سند-دار/wZwujIks,2025-02-15
Not Found,361,361,Not Found,قبل از 1370,Not Found,Not Found,Not Found,Not Found,Not Found,https://divar.ir/v/ویلایی-در-عبادی-۳۰/wZrR-xFJ,Not Found
ویلایی 320متر/4طبقه بنا/ حافظ قبل از پیروزی,320,155,+4,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن,"سلام و عرض ادب 

ویلایی 4 طبقه بنا 

متراژ هر طبقه 85 متر بازسازی شده صفر

هر واحد سند مجزا دارد 

قابل معاوضه با خودرو و آپارتمان 

دفاتر املاک تماس نگیرند 

بی واسطه باتشکر",https://divar.ir/v/ویلایی-۳۲۰متر-۴طبقه-بنا-حافظ-قبل-از-پیروزی/wZf2zjhw,2025-02-15
فروش آپارتمان 65 متری 1 خوابه در مهدی آباد,65,600٬000٬000 تومان,1,1403,1,4,تعداد واحد در طبقه: ۲ | سند: قول‌نامه‌ای | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,"با سلام و احترام 
آپارتمان های موجود صفر می‌باشد 
سازنده هستم 
موارد مشابه زیاد دارم.
چک و ماشین پذیرفته میشود
می‌شود
موارد مشابه زیاد دارم.",https://divar.ir/v/فروش-آپارتمان-۶۵-متری-۱-خوابه-در-مهدی-آباد/wZwOjOcB,2025-02-15
فروش خانه ویلایی 150 متری 3 خوابه در باهنر,150,220,3,1395,Not Found,Not Found,وضعیت واحد: بازسازی شده,پارکینگ | انباری | بالکن ندارد,"سلام
 ادرس شهر آباد امام رضا 15
پلاک 15
کاملا مشخص همه چی داخل عکس 
برای بازدید هماهنگ کنید
با مشتری کنار میام",https://divar.ir/v/فروش-خانه-ویلایی-۱۵۰-متری-۳-خوابه-در-باهنر/wZwu0IKH,2025-02-15
فروش آپارتمان 158 متری 3 خوابه در اول دانشجو,158,10٬586٬000٬000 تومان,3,1403,2,6,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,"اول دانشجو
کوچه20متری

فول امکانات

طراحی سبک مدرن بسیار خوش سلیقه
متریال درجه1

اطلاعات بیشتر تماس در خدمتم

شماور شما:نوید فتاحی 

مسکن گلکار
بین صیادشیرازی7و9",https://divar.ir/v/فروش-آپارتمان-۱۵۸-متری-۳-خوابه-در-اول-دانشجو/wZw2jpAm,2025-02-15
ویلایی 2 نبش 2 طبقه حاشیه 20 متری,240,240,4,1374,Not Found,Not Found,سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,پارکینگ | انباری | بالکن | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,"⚜️⚜️به نام یگانه معمار هستی⚜️⚜️

✅ املاک خانه سبز ادیب شمالی 18 ✅
✳️دارای به روز ترین فایلینگ ویلایی منطقه✳️

⚜️گوهری هستم مشاور امور ملکی در قاسم آباد⚜️
⚜️شمارمو سیو کن ، کار ملکی داشتی در خدمتم⚜️

✅ویلایی 160 متر زمین 2 نبش خیابان 20 متری 
✅2 طبقه بنا مجزا همکف 110 متر و اول 130 متر 
✅لوکیشن ؛ امامیه و ادیب و شریعتی 
✅ جهت ملک : شمالی و جنوبی و شرقی
✅امتیازات مجزا و تفکیک شده 
✅سند ششدانگ تک برگ ملکی 
✅بنا نیاز به بازسازی دارد 
✅توضیحات بیشتر تماس در خدمتم 


✅موارد مشابه ویلایی موجود است✅

✅فروش ویلایی خود را به ما بسپارید✅",https://divar.ir/v/ویلایی-۲-نبش-۲-طبقه-حاشیه-۲۰-متری/wZw2zD2c,2025-02-15
فروش آپارتمان 100 متری 2 خوابه طبقه 1 در کشاورز,100,1٬100٬000٬000 تومان,2,1403,Not Found,Not Found,وضعیت واحد: بازسازی نشده,آسانسور ندارد | پارکینگ ندارد | انباری,"آپارتمان نوساز پیش فروش اخراشه دارم تکمیلش میکنم سفیدکاری داره میشه تحویل قبل سال 
واقع در توس 33 کشف شمشاد1/4",https://divar.ir/v/فروش-آپارتمان-۱۰۰-متری-۲-خوابه-طبقه-۱-در-کشاورز/wZwyFwgS,2025-02-15
