,title,propertysize,totalprice,roomcount,buildyear,floornumber,totalfloors,characteristics,features,exchangeable,description,url,crawldate,city,totalprice_int,buildyear_int,elevator,warehouse,parking,document_type,pricepermeter,predicted_neighborhood,text
6194,90متر 2خواب *دو نبش رو به آفتاب* کلید نخورده,90.0,14٬200٬000٬000 تومان,2.0,1386,5.0,5.0,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش اسپلیت | گرمایش شوفاژ | تأمین‌کننده آب گرم موتورخانه,,"⚜ املاک فرشتگان ⚜
         شایان 

✅ فرعی فرد - دسترسی عالی به شیخ فضل الله
✅ 90 متر 2 خواب 
✅ 17 ساله واقعی + فول نوسازی شده درجه یک 
✅ نما و مشاعات بسیار تمیز و منظم
✅ ملک شمالی - واحد جنوبی 
✅ دو نبش رو به آفتاب + دو بالکن 
✅ سالن ال خوش چیدمان 
✅ اتاق خواب های استاندارد با کمد دیواری های عمیق
✅ پارکینگ + انباری + آسانسور 

✅ امکان رهن کامل به مبلغ 1/600 

✅ امکان تهاتر و معاوضه با ملک در گیشا ✅",https://divar.ir/v/۹۰متر-۲خواب-دو-نبش-رو-به-آفتاب-کلید-نخورده/wZdeNcYl,2025-02-15,tehran,14200000000.0,1386.0,Yes,Yes,Yes,تک‌برگ ,157777777.7777778,گیشا,گیشا
6196,علامه56متر زیر قیمت نما سنگ تخلیه (سیفی),56.0,3٬820٬000٬000 تومان,1.0,1383,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری,,"زیر قیمت ➡️➡️➡️ 

تخلیه کلید نزد املاک➡️➡️➡️

✅علامه 

✅5طبقه‌ 2واحدی طبقه اول 

✅56 متر رو به آفتاب نما سنگ 

✅آشپزخانه رو به آفتاب اتاق خواب رو به آفتاب 

✅خوش نقشه بدون یک سانت پرتی

✅سالن مربع واقعی قابل دیزاین 

✅خواب رو به آفتاب مستر بزرگ با قابلیت تخت دو نفره و کمددیواری فراوان 

✅قیمت 3/820  زیر قیمت منطقه

✅کمیسیون توافقی 

✅سیفی هستم املاک طهران",https://divar.ir/v/علامه۵۶متر-زیر-قیمت-نما-سنگ-تخلیه-سیفی/wZuSwXSB,2025-02-15,tehran,3820000000.0,1383.0,Yes,Yes,No,,68214285.71428572,علامه,علامه
6197,فروش آپارتمان 81 متری 2 خوابه در شیوا,81.0,6٬000٬000٬000 تومان,2.0,1402,,,سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری ندارد | بالکن,,"خیابان دهم فروردین
نوساز کلید نخورده 
پارکینگ 300 تومان 
طبقه دوم غربی
دسترسی آسان به مترو (آهنگ ، پیروزی )",https://divar.ir/v/فروش-آپارتمان-۸۱-متری-۲-خوابه-در-شیوا/wZwmWpMb,2025-02-15,tehran,6000000000.0,1402.0,Yes,No,Yes,تک‌برگ ,74074074.07407407,شیوا,شیوا
6198,آپارتمان شمس آباد ریحانی 120 متر3 خوابه,120.0,15٬000٬000٬000 تومان,3.0,1403,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"120 متر 3 خوابه نوساز کلید نخورده 
خوش نقشه و شیک با کلیه امکانات 
ورودی لابی بزرگ و شیک
واحد رو به آفتاب و سالن پرده خور
به قیمت رسیده و فوری فروشی 
مشاور شما  ::  رجبی",https://divar.ir/v/آپارتمان-شمس-آباد-ریحانی-۱۲۰-متر۳-خوابه/wZw21hp4,2025-02-15,tehran,15000000000.0,1403.0,Yes,Yes,Yes,,125000000.0,شمسآباد,شمسآباد
6200,84 متر / کف تا سقف بازسازی / بشتابید,84.0,10٬200٬000٬000 تومان,2.0,1390,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"درود فراوان

لطفا سرمایه گذاران تماس بگیرید 
این واحد به دلیل زیر قیمت بودن سرعت عمل بالایی نیاز دارد
کمیسیون 1 درصد از خریدار محترم دریافت میشود.",https://divar.ir/v/۸۴-متر-کف-تا-سقف-بازسازی-بشتابید/wZwmVow1,2025-02-15,tehran,10200000000.0,1390.0,Yes,Yes,Yes,,121428571.42857143,                تهران,                تهران
6203,پونک 130 متر تک واحدی 3 خواب,130.0,19٬000٬000٬000 تومان,3.0,1400,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"آپارتمان در بهترین موقعیت و دسترسی گذر عریض

بهترین طبقه در ساختمان 2 نبش نور گیر مستقیم 

سالن خوش نقشه و کاربردی مناسب انواع چیدمان

خوش نقشه و مهندسی ساز بدون کوچکترین پرتی 

دارای 3 خواب استاندارد به همراه یک خواب مستر

تمام فضای واحد دارای پنجره قدی کف تا سقف

بهره گیری از بهترین متریال و مصالح ساختمانی 

واحد کم نظیر از لحاظ نور نقشه و متریال در منطقه

جهت کسب اطلاعات بیشتر تماس حاصل فرمایید .

رضایی",https://divar.ir/v/پونک-130-متر-تک-واحدی-3-خواب/wZeih65Y,2025-02-15,tehran,19000000000.0,1400.0,Yes,Yes,Yes,,146153846.15384614,پونک,پونک
6205,آپارتمان 50متری یک خواب با آسانسور میدان معلم,50.0,2٬000٬000٬000 تومان,1.0,1385,4.0,5.0,تعداد واحد در طبقه: ۷ | سند: قول‌نامه‌ای | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ ندارد | انباری | بالکن | جنس کف پارکت چوب | سرویس بهداشتی ایرانی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,,آپارتمان50 متری یک خواب با آسانسور  و انباری بالکن طبقه چهارم میدان معلم کوی بهشتی بلوک چهارم مجتمع معلم یک  نورعالی خوش نقشه  پنجرها رو به خیابان  سند قولنامه ای.. تمیز قابل  سکونت.  نگهبانی دائم...250 تومان در رهن مستاجرتااخر بهمن ماه 1403همسایه های خوب. تخلیه به روز,https://divar.ir/v/آپارتمان-۵۰متری-یک-خواب-با-آسانسور-میدان-معلم/wZql4bG6,2025-02-15,tehran,2000000000.0,1385.0,Yes,Yes,No,قول‌نامه‌ای ,40000000.0,میدان معلم,میدان معلم
6206,90متر ، 2 خواب ، فول امکانات ،تک واحد ، تک بازدید,90.0,7٬090٬000٬000 تومان,2.0,1400,,,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن,,"مختص سخت پسندان و لوکس نشینان❗️
بدون مشابه در منطقه ❗️


♠️90 متر❗️
پلان مهندسی بدون یک سانت پرتی❗️
ساختمان شخصی ساز❗️


2 خواب❗️
♠️نقشه مربع ❗️
آشپز خونه بزرگ ❗️
♠️3 سال ساخت❗️


نوروگیر عالی ❗️
انباری سندی بسیار بزرگ ❗️
♠️پارکینگ سندی غیر مزاحم  ❗️


♠️لوکیشن و دسترسی عالی ب مترو بی آرتی
نما و مشاعات لوکس و دیدنی❗️
فروشنده واقعی❗️
♠️بهترین خرید سال را با ما تجربه کنید❗️
خریدتان را ب رخ بکشید❗️
♠️بازدید این ملک را از دست ندهید❗️

شرایط پرداخت عالی و ب صرفه 
——————————————
وام 960 میلیونی 
رهن 1 میلیاردی 
… میلیون نقد از شما

مشاور تخصصی شما در منطقه : سپهر 
**** *** **** 
**** *** **** 
**** *** ****",https://divar.ir/v/۹۰متر-۲-خواب-فول-امکانات-تک-واحد-تک-بازدید/wZsOcpw8,2025-02-15,tehran,7090000000.0,1400.0,Yes,Yes,Yes,تک‌برگ ,78777777.77777778,سپهر,سپهر
6208,آپارتمان 66متری/2 خواب/با امکانات/سرمایه گذاری,66.0,4٬100٬000٬000 تومان,2.0,1395,1.0,4.0,تعداد واحد در طبقه: ۱ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی شده,آسانسور | پارکینگ ندارد | انباری | بالکن | جنس کف سرامیک | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش بخاری | تأمین‌کننده آب گرم آبگرم‌کن,,"✨ بنام روزی دهنده بی منت ✨

⭕ سرمایه گذاران و خریداران محترم بشتابید ⭕
         ⭕ این آخرین بازدید شماست ⭕
    ـ واحد کارشناسی شده و ب قیمت رسیده ـ
ـ

ـ سالن مربع و پرده خور  مناسب هر مدل چیدمان ـ

ـ اتاق خوابهای (12 و 15متری)،مَستر ـ

ـ آشپزخانه دلباز و پر کابینت ـ

ـ ساختمان آرام و مشاعات تمیز ـ 

ـ نور مسقیم خورشید از دو طرف واحد ـ

ـ گذر عریض بدون هیچ گونه مشکل تردد ـ
ـ
امکانات :
✅ آسانسور 
✅ انباری بزرگ و جا دار
✅ بالکن کاربردی 
ـ
         ـ سند تک برگ آماده انتقال ـ
✔️ قابلیت هر نوع وام ✔️
✔️ دسترسی آسان و عالی 

تک بازدید = ✅ خرید
ـ
✅ فایلینگ اختصاصی با هر بودجه و سلیقه ایی منطقه 9.10.11
✅ خرید و فروش مطمئن با تمامی استعلامات سند 
✅ زیر نظر دفتر حقوقی و وکلای املاک بزرگ سام
ـ
✅ خرید خوب هنر است . با ما ب قیمت خرید کنید ✅
✨ مشاوره در امور خرید و فروش ملک ✨ محمد مُریدی ✨",https://divar.ir/v/آپارتمان-66متری-2-خواب-با-امکانات-سرمایه-گذاری/wZciK1qG,2025-02-15,tehran,4100000000.0,1395.0,Yes,Yes,No,تک‌برگ ,62121212.121212125,آزادی,آزادی
6209,دولت/اخلاقی‌غربی/105متر،3خ،غرق‌نور سند شخصی,105.0,15٬500٬000٬000 تومان,3.0,1386,1.0,5.0,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: جنوبی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش کولر آبی | گرمایش شوفاژ | تأمین‌کننده آب گرم پکیج,,"دولت اخلاقی غربی
105 متر 3خ
لوکیشنی دنج و دلنشین
پارکینگ 
انباری
آسانسور
سالن اجتماعات
غرق نور جنوبی
سرایداری مقیم
سند تک برگی شخصی 

و توضیحات شنیدگی دیگر⁉️

تک بازدید =قرارداد 
مشاور امین شما : زراعتی
جهت کسب اطلاعات بیشتر تماس بگیرید .
تماس از 7صبح تا 24
_________________________________________

آدرس دفتر: قیطریه بلوار اندرزگو روبه‌روی بانک کارآفرین جنب سوخاری خروس پ74 طبقه دوم غربی مسکن رویال",https://divar.ir/v/دولت-اخلاقی-غربی-۱۰۵متر-۳خ-غرق-نور-سند-شخصی/wZneF663,2025-02-15,tehran,15500000000.0,1386.0,Yes,Yes,Yes,تک‌برگ ,147619047.6190476,قیطریه,قیطریه
6210,78 متر/فول/ابراهیمی جنوبی,77.0,7٬300٬000٬000 تومان,2.0,1387,,,وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری,,"سلام
خانم امامی هستم کارشناس تخصصی منطقه 5
__________________________________________
آپارتمان 77 متری در تاپ لوکیشن فردوس شرق
خیابان بسیار عریض وپهن
دسترسی بسیار عالی به مترو اتوبان ستاری
سالن استاندارد
✔️پاسیو 
✔️اتاقها استاندارد
✔️کمد دیواریهای بزرگ و جادار
✔️نقشه بدون نقص
✔️مشاعات  تمیز
✔️دولاین آسانسور
✔️سرایدر مقیم
خریدی مطمئن
قیمت بسیار مناسب
تخلیه
قیمت بسیار مناسب

⚜️از این خرید غافل نشو⚜️
دست دست نکن تا دیر نشده
⚜️چیزی به عید نمونده⚜️


      ❌️  لطفا همکار تماس نگیرد❌️",https://divar.ir/v/۷۸-متر-فول-ابراهیمی-جنوبی/wZA6rsfP,2025-02-15,tehran,7300000000.0,1387.0,Yes,Yes,Yes,,94805194.80519481,فردوس,فردوس
6211,100 متر لوکس / نوساز / شهر ارا,100.0,15٬000٬000٬000 تومان,2.0,1403,2.0,5.0,تعداد واحد در طبقه: ۲ | سند: تک‌برگ | جهت ساختمان: شمالی | وضعیت واحد: بازسازی نشده,آسانسور | پارکینگ | انباری | بالکن | جنس کف سنگ | سرویس بهداشتی ایرانی و فرنگی | سرمایش داکت اسپلیت | گرمایش داکت اسپلیت | تأمین‌کننده آب گرم پکیج,,"⭐️سازه ای متفاوت از سازندگان به نام منطقه⭐️

⭐️مناسب برای سکونت و سرمایه گذاری ⭐️

✅ سالن سراسر پرده خور با نورگیر مستقیم 
✅ فوقعلاده خوش نقشه و خوش چیدمان 
✅ اتاق خواب های بزرگ با کمد دیواریه فراروان 
✅ بدون یک سانت پرتی 
✅ پارکینگ باکس طبقه ی همکف

⭐️ قابلیت رهن تا 2 میلیارد تومان 

❕مشاور شما : احمدی",https://divar.ir/v/۱۰۰-متر-لوکس-نوساز-شهر-ارا/wZbqIvtx,2025-02-15,tehran,15000000000.0,1403.0,Yes,Yes,Yes,تک‌برگ ,150000000.0,شهر ارا,شهر ارا
